coverage_id,policy_period_id,coverage_code,coverage_name,limit_amount,deductible_amount,coverage_start_date,coverage_end_date,coverage_status
1446,1446,CVG1446,Theft,9742400.63,92611.7,2023-07-01,2024-06-30,EXPIRED
1447,1447,CVG1447,Personal Accident,6602957.77,112208.78,2023-07-02,2024-07-01,CANCELLED
1448,1448,CVG1448,Glass Protection,8181223.1,378599.82,2023-07-03,2024-07-02,SUSPENDED
1449,1449,CVG1449,Natural Disaster,653495.69,32568.68,2023-07-04,2024-07-03,ACTIVE
1450,1450,CVG1450,Business Interruption,2272174.7,97914.21,2023-07-05,2024-07-04,EXPIRED
1451,1451,CVG1451,Comprehensive,7994167.81,167607.39,2023-07-06,2024-07-05,CANCELLED
1452,1452,CVG1452,Collision,8408300.3,361850.7,2023-07-07,2024-07-06,SUSPENDED
1453,1453,CVG1453,Third Party Liability,1843393.64,58368.07,2023-07-08,2024-07-07,ACTIVE
1454,1454,CVG1454,Fire,8081481.23,294110.93,2023-07-09,2024-07-08,EXPIRED
1455,1455,CVG1455,Flood,9148402.04,57354.04,2023-07-10,2024-07-09,CANCELLED
1456,1456,CVG1456,Theft,7035551.95,335174.7,2023-07-11,2024-07-10,SUSPENDED
1457,1457,CVG1457,Personal Accident,5679704.22,172321.66,2023-07-12,2024-07-11,ACTIVE
1458,1458,CVG1458,Glass Protection,1963513.28,97115.92,2023-07-13,2024-07-12,EXPIRED
1459,1459,CVG1459,Natural Disaster,8828100.96,239684.73,2023-07-14,2024-07-13,CANCELLED
1460,1460,CVG1460,Business Interruption,3159625.41,85529.92,2023-07-15,2024-07-14,SUSPENDED
1461,1461,CVG1461,Comprehensive,993548.03,15368.25,2023-07-16,2024-07-15,ACTIVE
1462,1462,CVG1462,Collision,2266208.52,65017.94,2023-07-17,2024-07-16,EXPIRED
1463,1463,CVG1463,Third Party Liability,106766.61,4943.86,2023-07-18,2024-07-17,CANCELLED
1464,1464,CVG1464,Fire,2094497.4,22771.44,2023-07-19,2024-07-18,SUSPENDED
1465,1465,CVG1465,Flood,7197682.56,333577.57,2023-07-20,2024-07-19,ACTIVE
1466,1466,CVG1466,Theft,8458412.46,165459.21,2023-07-21,2024-07-20,EXPIRED
1467,1467,CVG1467,Personal Accident,316937.67,9951.02,2023-07-22,2024-07-21,CANCELLED
1468,1468,CVG1468,Glass Protection,9180519.06,365811.48,2023-07-23,2024-07-22,SUSPENDED
1469,1469,CVG1469,Natural Disaster,8480160.79,370838.5,2023-07-24,2024-07-23,ACTIVE
1470,1470,CVG1470,Business Interruption,9609531.63,209599.12,2023-07-25,2024-07-24,EXPIRED
1471,1471,CVG1471,Comprehensive,9425039.81,214907.88,2023-07-26,2024-07-25,CANCELLED
1472,1472,CVG1472,Collision,1100218.48,20441.43,2023-07-27,2024-07-26,SUSPENDED
1473,1473,CVG1473,Third Party Liability,1450871.52,17537.66,2023-07-28,2024-07-27,ACTIVE
1474,1474,CVG1474,Fire,9492065.97,385690.3,2023-07-29,2024-07-28,EXPIRED
1475,1475,CVG1475,Flood,9610554.79,328806.99,2023-07-30,2024-07-29,CANCELLED
1476,1476,CVG1476,Theft,1824606.44,88663.89,2023-07-31,2024-07-30,SUSPENDED
1477,1477,CVG1477,Personal Accident,6966247.94,326006.71,2023-08-01,2024-07-31,ACTIVE
1478,1478,CVG1478,Glass Protection,7891218.75,118728.71,2023-08-02,2024-08-01,EXPIRED
1479,1479,CVG1479,Natural Disaster,5930606.54,76450.4,2023-08-03,2024-08-02,CANCELLED
1480,1480,CVG1480,Business Interruption,3137549.97,112896.67,2023-08-04,2024-08-03,SUSPENDED
1481,1481,CVG1481,Comprehensive,1360748.81,51432.76,2023-08-05,2024-08-04,ACTIVE
1482,1482,CVG1482,Collision,9493002.23,452734.73,2023-08-06,2024-08-05,EXPIRED
1483,1483,CVG1483,Third Party Liability,3976854.13,197819.62,2023-08-07,2024-08-06,CANCELLED
1484,1484,CVG1484,Fire,9655321.01,62346.57,2023-08-08,2024-08-07,SUSPENDED
1485,1485,CVG1485,Flood,6063647.81,281636.55,2023-08-09,2024-08-08,ACTIVE
1486,1486,CVG1486,Theft,9678563.69,144600.51,2023-08-10,2024-08-09,EXPIRED
1487,1487,CVG1487,Personal Accident,5698947.44,268710.79,2023-08-11,2024-08-10,CANCELLED
1488,1488,CVG1488,Glass Protection,1492369.34,57516.59,2023-08-12,2024-08-11,SUSPENDED
1489,1489,CVG1489,Natural Disaster,2456159.66,120860.46,2023-08-13,2024-08-12,ACTIVE
1490,1490,CVG1490,Business Interruption,1762085.43,79010.87,2023-08-14,2024-08-13,EXPIRED
1491,1491,CVG1491,Comprehensive,978387.52,36105.89,2023-08-15,2024-08-14,CANCELLED
1492,1492,CVG1492,Collision,6427116.61,288573.73,2023-08-16,2024-08-15,SUSPENDED
1493,1493,CVG1493,Third Party Liability,4521636.35,76571.92,2023-08-17,2024-08-16,ACTIVE
1494,1494,CVG1494,Fire,2570454.55,20694.13,2023-08-18,2024-08-17,EXPIRED
1495,1495,CVG1495,Flood,2640913.62,26043.52,2023-08-19,2024-08-18,CANCELLED
1496,1496,CVG1496,Theft,112683.46,2520.41,2023-08-20,2024-08-19,SUSPENDED
1497,1497,CVG1497,Personal Accident,7352586.5,357406.16,2023-08-21,2024-08-20,ACTIVE
1498,1498,CVG1498,Glass Protection,8857064.78,240811.99,2023-08-22,2024-08-21,EXPIRED
1499,1499,CVG1499,Natural Disaster,3849254.49,113826.61,2023-08-23,2024-08-22,CANCELLED
1500,1500,CVG1500,Business Interruption,1104142.74,29344.82,2023-08-24,2024-08-23,SUSPENDED
1501,1501,CVG1501,Comprehensive,8654102.13,296780.58,2023-08-25,2024-08-24,ACTIVE
1502,1502,CVG1502,Collision,6902888.0,85040.43,2023-08-26,2024-08-25,EXPIRED
1503,1503,CVG1503,Third Party Liability,829722.96,35727.3,2023-08-27,2024-08-26,CANCELLED
1504,1504,CVG1504,Fire,3019595.27,58405.8,2023-08-28,2024-08-27,SUSPENDED
1505,1505,CVG1505,Flood,9521455.1,79399.59,2023-08-29,2024-08-28,ACTIVE
1506,1506,CVG1506,Theft,1784041.51,39062.67,2023-08-30,2024-08-29,EXPIRED
1507,1507,CVG1507,Personal Accident,7346652.34,217586.4,2023-08-31,2024-08-30,CANCELLED
1508,1508,CVG1508,Glass Protection,8991429.31,82628.64,2023-09-01,2024-08-31,SUSPENDED
1509,1509,CVG1509,Natural Disaster,5980902.39,195061.23,2023-09-02,2024-09-01,ACTIVE
1510,1510,CVG1510,Business Interruption,4879094.19,31200.32,2023-09-03,2024-09-02,EXPIRED
1511,1511,CVG1511,Comprehensive,9430178.36,117168.78,2023-09-04,2024-09-03,CANCELLED
1512,1512,CVG1512,Collision,8908557.38,107523.35,2023-09-05,2024-09-04,SUSPENDED
1513,1513,CVG1513,Third Party Liability,1102452.33,15709.69,2023-09-06,2024-09-05,ACTIVE
1514,1514,CVG1514,Fire,1980844.15,72050.93,2023-09-07,2024-09-06,EXPIRED
1515,1515,CVG1515,Flood,7248177.24,274335.03,2023-09-08,2024-09-07,CANCELLED
1516,1516,CVG1516,Theft,2726121.22,48166.58,2023-09-09,2024-09-08,SUSPENDED
1517,1517,CVG1517,Personal Accident,2451728.02,17734.81,2023-09-10,2024-09-09,ACTIVE
1518,1518,CVG1518,Glass Protection,5760521.1,246512.59,2023-09-11,2024-09-10,EXPIRED
1519,1519,CVG1519,Natural Disaster,1620540.35,34415.9,2023-09-12,2024-09-11,CANCELLED
1520,1520,CVG1520,Business Interruption,4333298.98,79103.18,2023-09-13,2024-09-12,SUSPENDED
1521,1521,CVG1521,Comprehensive,6654000.24,212992.54,2023-09-14,2024-09-13,ACTIVE
1522,1522,CVG1522,Collision,2076780.53,12789.04,2023-09-15,2024-09-14,EXPIRED
1523,1523,CVG1523,Third Party Liability,1791238.7,32477.87,2023-09-16,2024-09-15,CANCELLED
1524,1524,CVG1524,Fire,911167.34,39152.5,2023-09-17,2024-09-16,SUSPENDED
1525,1525,CVG1525,Flood,3152698.66,72152.76,2023-09-18,2024-09-17,ACTIVE
1526,1526,CVG1526,Theft,4942058.44,171720.73,2023-09-19,2024-09-18,EXPIRED
1527,1527,CVG1527,Personal Accident,1002255.09,29552.16,2023-09-20,2024-09-19,CANCELLED
1528,1528,CVG1528,Glass Protection,1930324.08,86569.57,2023-09-21,2024-09-20,SUSPENDED
1529,1529,CVG1529,Natural Disaster,3757076.48,94151.91,2023-09-22,2024-09-21,ACTIVE
1530,1530,CVG1530,Business Interruption,2706630.07,70176.44,2023-09-23,2024-09-22,EXPIRED
1531,1531,CVG1531,Comprehensive,2339798.57,39976.14,2023-09-24,2024-09-23,CANCELLED
1532,1532,CVG1532,Collision,710229.76,27592.84,2023-09-25,2024-09-24,SUSPENDED
1533,1533,CVG1533,Third Party Liability,6707937.75,59411.06,2023-09-26,2024-09-25,ACTIVE
1534,1534,CVG1534,Fire,3503534.73,102882.02,2023-09-27,2024-09-26,EXPIRED
1535,1535,CVG1535,Flood,9709984.82,306230.49,2023-09-28,2024-09-27,CANCELLED
1536,1536,CVG1536,Theft,5580658.87,239052.39,2023-09-29,2024-09-28,SUSPENDED
1537,1537,CVG1537,Personal Accident,8202211.63,195527.96,2023-09-30,2024-09-29,ACTIVE
1538,1538,CVG1538,Glass Protection,5401592.68,237725.34,2023-10-01,2024-09-30,EXPIRED
1539,1539,CVG1539,Natural Disaster,4800761.44,214471.25,2023-10-02,2024-10-01,CANCELLED
1540,1540,CVG1540,Business Interruption,4814996.58,41182.56,2023-10-03,2024-10-02,SUSPENDED
1541,1541,CVG1541,Comprehensive,9037494.29,335686.49,2023-10-04,2024-10-03,ACTIVE
1542,1542,CVG1542,Collision,5070804.56,230825.45,2023-10-05,2024-10-04,EXPIRED
1543,1543,CVG1543,Third Party Liability,8024458.33,284780.56,2023-10-06,2024-10-05,CANCELLED
1544,1544,CVG1544,Fire,6240703.83,64982.48,2023-10-07,2024-10-06,SUSPENDED
1545,1545,CVG1545,Flood,7596168.68,97075.65,2023-10-08,2024-10-07,ACTIVE
1546,1546,CVG1546,Theft,9845243.1,479930.2,2023-10-09,2024-10-08,EXPIRED
1547,1547,CVG1547,Personal Accident,8103761.14,86534.96,2023-10-10,2024-10-09,CANCELLED
1548,1548,CVG1548,Glass Protection,4291411.5,212307.27,2023-10-11,2024-10-10,SUSPENDED
1549,1549,CVG1549,Natural Disaster,4410393.13,219977.69,2023-10-12,2024-10-11,ACTIVE
1550,1550,CVG1550,Business Interruption,6309539.5,268375.41,2023-10-13,2024-10-12,EXPIRED
1551,1551,CVG1551,Comprehensive,2653074.96,122004.84,2023-10-14,2024-10-13,CANCELLED
1552,1552,CVG1552,Collision,9150321.98,73344.75,2023-10-15,2024-10-14,SUSPENDED
1553,1553,CVG1553,Third Party Liability,3942181.61,90200.96,2023-10-16,2024-10-15,ACTIVE
1554,1554,CVG1554,Fire,3328655.37,58015.26,2023-10-17,2024-10-16,EXPIRED
1555,1555,CVG1555,Flood,4635756.09,205391.72,2023-10-18,2024-10-17,CANCELLED
1556,1556,CVG1556,Theft,7886851.32,260562.69,2023-10-19,2024-10-18,SUSPENDED
1557,1557,CVG1557,Personal Accident,5273363.9,125937.01,2023-10-20,2024-10-19,ACTIVE
1558,1558,CVG1558,Glass Protection,4202979.75,49044.52,2023-10-21,2024-10-20,EXPIRED
1559,1559,CVG1559,Natural Disaster,5920547.92,231653.17,2023-10-22,2024-10-21,CANCELLED
1560,1560,CVG1560,Business Interruption,9402534.85,438362.79,2023-10-23,2024-10-22,SUSPENDED
1561,1561,CVG1561,Comprehensive,5670569.22,54123.14,2023-10-24,2024-10-23,ACTIVE
1562,1562,CVG1562,Collision,2932319.26,85340.77,2023-10-25,2024-10-24,EXPIRED
1563,1563,CVG1563,Third Party Liability,3504304.87,82316.3,2023-10-26,2024-10-25,CANCELLED
1564,1564,CVG1564,Fire,3892130.38,104508.82,2023-10-27,2024-10-26,SUSPENDED
1565,1565,CVG1565,Flood,6128725.3,40976.38,2023-10-28,2024-10-27,ACTIVE
1566,1566,CVG1566,Theft,2826600.01,32430.63,2023-10-29,2024-10-28,EXPIRED
1567,1567,CVG1567,Personal Accident,6125687.11,221840.27,2023-10-30,2024-10-29,CANCELLED
1568,1568,CVG1568,Glass Protection,483947.07,21792.54,2023-10-31,2024-10-30,SUSPENDED
1569,1569,CVG1569,Natural Disaster,3381791.35,53063.92,2023-11-01,2024-10-31,ACTIVE
1570,1570,CVG1570,Business Interruption,7482923.22,347488.8,2023-11-02,2024-11-01,EXPIRED
1571,1571,CVG1571,Comprehensive,8980610.49,53079.72,2023-11-03,2024-11-02,CANCELLED
1572,1572,CVG1572,Collision,8192120.66,152680.43,2023-11-04,2024-11-03,SUSPENDED
1573,1573,CVG1573,Third Party Liability,2875431.87,77989.95,2023-11-05,2024-11-04,ACTIVE
1574,1574,CVG1574,Fire,6992210.16,65865.1,2023-11-06,2024-11-05,EXPIRED
1575,1575,CVG1575,Flood,8702110.25,96135.24,2023-11-07,2024-11-06,CANCELLED
1576,1576,CVG1576,Theft,9744772.3,243034.4,2023-11-08,2024-11-07,SUSPENDED
1577,1577,CVG1577,Personal Accident,8275650.98,141711.41,2023-11-09,2024-11-08,ACTIVE
1578,1578,CVG1578,Glass Protection,4226050.0,143896.86,2023-11-10,2024-11-09,EXPIRED
1579,1579,CVG1579,Natural Disaster,1960563.34,28452.82,2023-11-11,2024-11-10,CANCELLED
1580,1580,CVG1580,Business Interruption,8257297.4,316605.56,2023-11-12,2024-11-11,SUSPENDED
1581,1581,CVG1581,Comprehensive,7618983.62,335414.35,2023-11-13,2024-11-12,ACTIVE
1582,1582,CVG1582,Collision,8228072.18,231925.79,2023-11-14,2024-11-13,EXPIRED
1583,1583,CVG1583,Third Party Liability,1673827.18,31803.62,2023-11-15,2024-11-14,CANCELLED
1584,1584,CVG1584,Fire,5117273.22,56823.44,2023-11-16,2024-11-15,SUSPENDED
1585,1585,CVG1585,Flood,8527823.88,380084.83,2023-11-17,2024-11-16,ACTIVE
1586,1586,CVG1586,Theft,386586.78,5286.32,2023-11-18,2024-11-17,EXPIRED
1587,1587,CVG1587,Personal Accident,8346006.34,356073.6,2023-11-19,2024-11-18,CANCELLED
1588,1588,CVG1588,Glass Protection,2569953.59,65637.1,2023-11-20,2024-11-19,SUSPENDED
1589,1589,CVG1589,Natural Disaster,9188507.59,337296.58,2023-11-21,2024-11-20,ACTIVE
1590,1590,CVG1590,Business Interruption,2812377.23,118282.35,2023-11-22,2024-11-21,EXPIRED
1591,1591,CVG1591,Comprehensive,5100751.11,171351.78,2023-11-23,2024-11-22,CANCELLED
1592,1592,CVG1592,Collision,1326341.3,8455.88,2023-11-24,2024-11-23,SUSPENDED
1593,1593,CVG1593,Third Party Liability,3787420.94,120182.3,2023-11-25,2024-11-24,ACTIVE
1594,1594,CVG1594,Fire,1858078.57,82074.37,2023-11-26,2024-11-25,EXPIRED
1595,1595,CVG1595,Flood,5910114.46,122571.02,2023-11-27,2024-11-26,CANCELLED
1596,1596,CVG1596,Theft,1718784.78,77778.68,2023-11-28,2024-11-27,SUSPENDED
1597,1597,CVG1597,Personal Accident,7514715.23,270516.78,2023-11-29,2024-11-28,ACTIVE
1598,1598,CVG1598,Glass Protection,2922186.83,65443.7,2023-11-30,2024-11-29,EXPIRED
1599,1599,CVG1599,Natural Disaster,1712783.32,52670.85,2023-12-01,2024-11-30,CANCELLED
1600,1600,CVG1600,Business Interruption,9652684.33,420567.49,2023-12-02,2024-12-01,SUSPENDED
1601,1601,CVG1601,Comprehensive,6509060.93,231047.49,2023-12-03,2024-12-02,ACTIVE
1602,1602,CVG1602,Collision,2763927.43,64752.8,2023-12-04,2024-12-03,EXPIRED
1603,1603,CVG1603,Third Party Liability,298518.34,11974.66,2023-12-05,2024-12-04,CANCELLED
1604,1604,CVG1604,Fire,7698970.01,41577.59,2023-12-06,2024-12-05,SUSPENDED
1605,1605,CVG1605,Flood,9124002.84,311417.91,2023-12-07,2024-12-06,ACTIVE
1606,1606,CVG1606,Theft,6051305.31,32561.27,2023-12-08,2024-12-07,EXPIRED
1607,1607,CVG1607,Personal Accident,2598665.37,107139.99,2023-12-09,2024-12-08,CANCELLED
1608,1608,CVG1608,Glass Protection,3124051.01,151566.77,2023-12-10,2024-12-09,SUSPENDED
1609,1609,CVG1609,Natural Disaster,6463129.08,155575.96,2023-12-11,2024-12-10,ACTIVE
1610,1610,CVG1610,Business Interruption,3827106.98,79190.17,2023-12-12,2024-12-11,EXPIRED
1611,1611,CVG1611,Comprehensive,2594787.22,67468.13,2023-12-13,2024-12-12,CANCELLED
1612,1612,CVG1612,Collision,6804241.95,286417.67,2023-12-14,2024-12-13,SUSPENDED
1613,1613,CVG1613,Third Party Liability,4031810.15,38721.68,2023-12-15,2024-12-14,ACTIVE
1614,1614,CVG1614,Fire,5163985.8,179737.67,2023-12-16,2024-12-15,EXPIRED
1615,1615,CVG1615,Flood,8448511.11,184518.35,2023-12-17,2024-12-16,CANCELLED
1616,1616,CVG1616,Theft,6508686.99,210928.68,2023-12-18,2024-12-17,SUSPENDED
1617,1617,CVG1617,Personal Accident,3054911.67,30135.8,2023-12-19,2024-12-18,ACTIVE
1618,1618,CVG1618,Glass Protection,731986.83,36215.96,2023-12-20,2024-12-19,EXPIRED
1619,1619,CVG1619,Natural Disaster,6441887.98,281942.9,2023-12-21,2024-12-20,CANCELLED
1620,1620,CVG1620,Business Interruption,2685354.39,99356.02,2023-12-22,2024-12-21,SUSPENDED
1621,1621,CVG1621,Comprehensive,8934500.6,164802.22,2023-12-23,2024-12-22,ACTIVE
1622,1622,CVG1622,Collision,1584300.03,62494.85,2023-12-24,2024-12-23,EXPIRED
1623,1623,CVG1623,Third Party Liability,9006901.74,371483.74,2023-12-25,2024-12-24,CANCELLED
1624,1624,CVG1624,Fire,8043401.07,257400.89,2023-12-26,2024-12-25,SUSPENDED
1625,1625,CVG1625,Flood,6639250.2,236583.1,2023-12-27,2024-12-26,ACTIVE
1626,1626,CVG1626,Theft,7240703.66,249753.78,2023-12-28,2024-12-27,EXPIRED
1627,1627,CVG1627,Personal Accident,9974944.09,166324.04,2023-12-29,2024-12-28,CANCELLED
1628,1628,CVG1628,Glass Protection,4243800.29,95368.26,2023-12-30,2024-12-29,SUSPENDED
1629,1629,CVG1629,Natural Disaster,449658.15,16575.79,2023-12-31,2024-12-30,ACTIVE
1630,1630,CVG1630,Business Interruption,5763220.1,78069.63,2024-01-01,2024-12-31,EXPIRED
1631,1631,CVG1631,Comprehensive,7292843.78,109438.92,2024-01-02,2025-01-01,CANCELLED
1632,1632,CVG1632,Collision,5392887.51,217443.21,2024-01-03,2025-01-02,SUSPENDED
1633,1633,CVG1633,Third Party Liability,9074612.4,319735.63,2024-01-04,2025-01-03,ACTIVE
1634,1634,CVG1634,Fire,5122417.07,220488.63,2024-01-05,2025-01-04,EXPIRED
1635,1635,CVG1635,Flood,8422323.08,374307.12,2024-01-06,2025-01-05,CANCELLED
1636,1636,CVG1636,Theft,1893244.99,17781.62,2024-01-07,2025-01-06,SUSPENDED
1637,1637,CVG1637,Personal Accident,1366646.98,22740.09,2024-01-08,2025-01-07,ACTIVE
1638,1638,CVG1638,Glass Protection,8102604.3,318686.12,2024-01-09,2025-01-08,EXPIRED
1639,1639,CVG1639,Natural Disaster,1912376.73,68055.86,2024-01-10,2025-01-09,CANCELLED
1640,1640,CVG1640,Business Interruption,3422761.39,30868.15,2024-01-11,2025-01-10,SUSPENDED
1641,1641,CVG1641,Comprehensive,3617305.62,139228.09,2024-01-12,2025-01-11,ACTIVE
1642,1642,CVG1642,Collision,3140144.19,127063.01,2024-01-13,2025-01-12,EXPIRED
1643,1643,CVG1643,Third Party Liability,3380039.66,56531.72,2024-01-14,2025-01-13,CANCELLED
1644,1644,CVG1644,Fire,3011106.1,130394.82,2024-01-15,2025-01-14,SUSPENDED
1645,1645,CVG1645,Flood,4758312.02,209307.21,2024-01-16,2025-01-15,ACTIVE
1646,1646,CVG1646,Theft,5877388.74,279138.02,2024-01-17,2025-01-16,EXPIRED
1647,1647,CVG1647,Personal Accident,805035.8,36246.07,2024-01-18,2025-01-17,CANCELLED
1648,1648,CVG1648,Glass Protection,5054726.01,222596.99,2024-01-19,2025-01-18,SUSPENDED
1649,1649,CVG1649,Natural Disaster,3878525.28,71465.74,2024-01-20,2025-01-19,ACTIVE
1650,1650,CVG1650,Business Interruption,635213.51,27594.18,2024-01-21,2025-01-20,EXPIRED
1651,1651,CVG1651,Comprehensive,1459916.07,20458.31,2024-01-22,2025-01-21,CANCELLED
1652,1652,CVG1652,Collision,4150999.28,127116.72,2024-01-23,2025-01-22,SUSPENDED
1653,1653,CVG1653,Third Party Liability,9075547.25,232249.74,2024-01-24,2025-01-23,ACTIVE
1654,1654,CVG1654,Fire,3232196.23,120254.12,2024-01-25,2025-01-24,EXPIRED
1655,1655,CVG1655,Flood,7811517.66,210451.18,2024-01-26,2025-01-25,CANCELLED
1656,1656,CVG1656,Theft,6347224.45,82241.57,2024-01-27,2025-01-26,SUSPENDED
1657,1657,CVG1657,Personal Accident,6381539.79,33261.27,2024-01-28,2025-01-27,ACTIVE
1658,1658,CVG1658,Glass Protection,2807925.84,110221.47,2024-01-29,2025-01-28,EXPIRED
1659,1659,CVG1659,Natural Disaster,1769196.99,69709.49,2024-01-30,2025-01-29,CANCELLED
1660,1660,CVG1660,Business Interruption,4946813.2,194709.6,2024-01-31,2025-01-30,SUSPENDED
1661,1661,CVG1661,Comprehensive,971609.3,31724.59,2024-02-01,2025-01-31,ACTIVE
1662,1662,CVG1662,Collision,6371526.65,147518.09,2024-02-02,2025-02-01,EXPIRED
1663,1663,CVG1663,Third Party Liability,9656745.62,214855.24,2024-02-03,2025-02-02,CANCELLED
1664,1664,CVG1664,Fire,473480.65,6616.25,2024-02-04,2025-02-03,SUSPENDED
1665,1665,CVG1665,Flood,3793703.91,21371.72,2024-02-05,2025-02-04,ACTIVE
1666,1666,CVG1666,Theft,3289910.03,139805.68,2024-02-06,2025-02-05,EXPIRED
1667,1667,CVG1667,Personal Accident,1986709.43,70436.13,2024-02-07,2025-02-06,CANCELLED
1668,1668,CVG1668,Glass Protection,6304200.59,102109.39,2024-02-08,2025-02-07,SUSPENDED
1669,1669,CVG1669,Natural Disaster,6965895.0,142771.17,2024-02-09,2025-02-08,ACTIVE
1670,1670,CVG1670,Business Interruption,1376414.92,30638.68,2024-02-10,2025-02-09,EXPIRED
1671,1671,CVG1671,Comprehensive,5927839.81,74192.3,2024-02-11,2025-02-10,CANCELLED
1672,1672,CVG1672,Collision,8256053.91,152069.09,2024-02-12,2025-02-11,SUSPENDED
1673,1673,CVG1673,Third Party Liability,2979195.14,112471.87,2024-02-13,2025-02-12,ACTIVE
1674,1674,CVG1674,Fire,6004062.19,121297.56,2024-02-14,2025-02-13,EXPIRED
1675,1675,CVG1675,Flood,8890943.03,442735.7,2024-02-15,2025-02-14,CANCELLED
1676,1676,CVG1676,Theft,3493055.11,159151.52,2024-02-16,2025-02-15,SUSPENDED
1677,1677,CVG1677,Personal Accident,3656583.78,49287.72,2024-02-17,2025-02-16,ACTIVE
1678,1678,CVG1678,Glass Protection,9486035.1,439385.97,2024-02-18,2025-02-17,EXPIRED
1679,1679,CVG1679,Natural Disaster,4093577.28,62545.04,2024-02-19,2025-02-18,CANCELLED
1680,1680,CVG1680,Business Interruption,7298971.4,79589.88,2024-02-20,2025-02-19,SUSPENDED
1681,1681,CVG1681,Comprehensive,7367358.53,232338.33,2024-02-21,2025-02-20,ACTIVE
1682,1682,CVG1682,Collision,1772948.94,38112.4,2024-02-22,2025-02-21,EXPIRED
1683,1683,CVG1683,Third Party Liability,6540349.76,43698.39,2024-02-23,2025-02-22,CANCELLED
1684,1684,CVG1684,Fire,8777786.96,144925.76,2024-02-24,2025-02-23,SUSPENDED
1685,1685,CVG1685,Flood,5393861.0,38762.51,2024-02-25,2025-02-24,ACTIVE
1686,1686,CVG1686,Theft,9947334.31,346054.29,2024-02-26,2025-02-25,EXPIRED
1687,1687,CVG1687,Personal Accident,6570319.42,38688.53,2024-02-27,2025-02-26,CANCELLED
1688,1688,CVG1688,Glass Protection,6928522.51,164586.36,2024-02-28,2025-02-27,SUSPENDED
1689,1689,CVG1689,Natural Disaster,3864512.25,114496.64,2024-02-29,2025-02-28,ACTIVE
1690,1690,CVG1690,Business Interruption,4796523.75,57034.12,2024-03-01,2025-03-01,EXPIRED
1691,1691,CVG1691,Comprehensive,6982401.09,232960.9,2024-03-02,2025-03-02,CANCELLED
1692,1692,CVG1692,Collision,3081052.9,107143.32,2024-03-03,2025-03-03,SUSPENDED
1693,1693,CVG1693,Third Party Liability,6658581.36,114187.82,2024-03-04,2025-03-04,ACTIVE
1694,1694,CVG1694,Fire,6095779.94,68104.24,2024-03-05,2025-03-05,EXPIRED
1695,1695,CVG1695,Flood,8323461.93,80913.54,2024-03-06,2025-03-06,CANCELLED
1696,1696,CVG1696,Theft,7215785.62,74308.56,2024-03-07,2025-03-07,SUSPENDED
1697,1697,CVG1697,Personal Accident,1228724.27,12019.22,2024-03-08,2025-03-08,ACTIVE
1698,1698,CVG1698,Glass Protection,2066601.95,28909.12,2024-03-09,2025-03-09,EXPIRED
1699,1699,CVG1699,Natural Disaster,2703639.76,77166.14,2024-03-10,2025-03-10,CANCELLED
1700,1700,CVG1700,Business Interruption,2096564.58,76848.85,2024-03-11,2025-03-11,SUSPENDED
1701,1701,CVG1701,Comprehensive,3023976.89,20482.17,2024-03-12,2025-03-12,ACTIVE
1702,1702,CVG1702,Collision,5013911.66,71930.73,2024-03-13,2025-03-13,EXPIRED
1703,1703,CVG1703,Third Party Liability,9337931.01,185611.57,2024-03-14,2025-03-14,CANCELLED
1704,1704,CVG1704,Fire,127106.19,4477.12,2024-03-15,2025-03-15,SUSPENDED
1705,1705,CVG1705,Flood,9078112.44,386595.48,2024-03-16,2025-03-16,ACTIVE
1706,1706,CVG1706,Theft,6723317.11,78740.14,2024-03-17,2025-03-17,EXPIRED
1707,1707,CVG1707,Personal Accident,991818.47,27797.44,2024-03-18,2025-03-18,CANCELLED
1708,1708,CVG1708,Glass Protection,7263279.81,69422.95,2024-03-19,2025-03-19,SUSPENDED
1709,1709,CVG1709,Natural Disaster,2633331.82,40559.14,2024-03-20,2025-03-20,ACTIVE
1710,1710,CVG1710,Business Interruption,9887792.71,181154.23,2024-03-21,2025-03-21,EXPIRED
1711,1711,CVG1711,Comprehensive,4696345.84,44574.9,2024-03-22,2025-03-22,CANCELLED
1712,1712,CVG1712,Collision,1829547.91,12395.19,2024-03-23,2025-03-23,SUSPENDED
1713,1713,CVG1713,Third Party Liability,2976615.05,122255.01,2024-03-24,2025-03-24,ACTIVE
1714,1714,CVG1714,Fire,3195800.36,122189.22,2024-03-25,2025-03-25,EXPIRED
1715,1715,CVG1715,Flood,1040484.86,40702.91,2024-03-26,2025-03-26,CANCELLED
1716,1716,CVG1716,Theft,554301.96,24023.42,2024-03-27,2025-03-27,SUSPENDED
1717,1717,CVG1717,Personal Accident,6667214.77,84493.96,2024-03-28,2025-03-28,ACTIVE
1718,1718,CVG1718,Glass Protection,3639521.3,89885.82,2024-03-29,2025-03-29,EXPIRED
1719,1719,CVG1719,Natural Disaster,6255889.63,278583.52,2024-03-30,2025-03-30,CANCELLED
1720,1720,CVG1720,Business Interruption,1020218.02,42515.95,2024-03-31,2025-03-31,SUSPENDED
1721,1721,CVG1721,Comprehensive,1910407.26,44006.21,2024-04-01,2025-04-01,ACTIVE
1722,1722,CVG1722,Collision,9626868.31,165894.9,2024-04-02,2025-04-02,EXPIRED
