premium_id,policy_period_id,written_premium,earned_premium,unearned_premium,transaction_date,currency_code,commission_rate,commission_amount,operating_expense,as_of_date
1379,1379,86527.03,42049.63,44477.4,2023-04-25,INR,5.84,5053.18,4191.14,2023-05-13
1380,1380,145776.26,107774.84,38001.42,2023-04-26,USD,10.29,15000.38,14350.92,2023-05-06
1381,1381,13906.48,10078.79,3827.69,2023-04-27,INR,6.92,962.33,773.88,2023-05-22
1382,1382,112598.28,46705.19,65893.09,2023-04-28,USD,18.37,20684.3,6067.69,2023-05-01
1383,1383,67081.49,63430.25,3651.24,2023-04-29,INR,11.18,7499.71,2277.51,2023-05-06
1384,1384,40904.02,30941.66,9962.36,2023-04-30,USD,13.89,5681.57,3833.82,2023-05-02
1385,1385,130996.29,60645.94,70350.35,2023-05-01,INR,7.55,9890.22,8867.03,2023-05-02
1386,1386,71831.86,62842.3,8989.56,2023-05-02,USD,13.52,9711.67,6687.45,2023-05-10
1387,1387,7958.33,5239.25,2719.08,2023-05-03,INR,5.33,424.18,415.07,2023-05-21
1388,1388,61593.61,44033.04,17560.57,2023-05-04,USD,17.12,10544.83,2279.21,2023-05-25
1389,1389,34856.71,23465.62,11391.09,2023-05-05,INR,17.17,5984.9,2674.11,2023-05-10
1390,1390,94150.04,56474.38,37675.66,2023-05-06,USD,11.54,10864.91,6099.66,2023-06-02
1391,1391,146245.55,64556.68,81688.87,2023-05-07,INR,17.76,25973.21,6578.94,2023-05-15
1392,1392,11892.05,11272.77,619.28,2023-05-08,USD,11.03,1311.69,544.8,2023-05-31
1393,1393,143901.45,114364.06,29537.39,2023-05-09,INR,13.67,19671.33,10278.96,2023-05-17
1394,1394,14754.12,12403.08,2351.04,2023-05-10,USD,12.13,1789.67,659.24,2023-06-04
1395,1395,16115.93,13747.8,2368.13,2023-05-11,INR,12.57,2025.77,821.81,2023-06-01
1396,1396,83292.4,42482.65,40809.75,2023-05-12,USD,11.03,9187.15,6142.6,2023-05-26
1397,1397,102376.24,71782.06,30594.18,2023-05-13,INR,18.21,18642.71,7570.63,2023-05-29
1398,1398,130092.92,93310.94,36781.98,2023-05-14,USD,8.19,10654.61,12664.31,2023-06-06
1399,1399,141024.93,77192.08,63832.85,2023-05-15,INR,14.57,20547.33,12216.33,2023-06-11
1400,1400,116522.28,74405.12,42117.16,2023-05-16,USD,13.49,15718.86,8607.86,2023-06-01
1401,1401,34093.96,22309.99,11783.97,2023-05-17,INR,8.61,2935.49,2804.24,2023-06-10
1402,1402,48539.97,31039.56,17500.41,2023-05-18,USD,9.78,4747.21,4277.1,2023-05-20
1403,1403,96919.49,83862.67,13056.82,2023-05-19,INR,9.0,8722.75,4855.0,2023-05-24
1404,1404,42184.76,30823.47,11361.29,2023-05-20,USD,11.09,4678.29,1600.87,2023-05-26
1405,1405,9017.11,7559.72,1457.39,2023-05-21,INR,9.66,871.05,576.89,2023-06-03
1406,1406,66192.77,59448.43,6744.34,2023-05-22,USD,8.03,5315.28,3249.39,2023-05-22
1407,1407,42467.54,35755.38,6712.16,2023-05-23,INR,14.88,6319.17,1797.18,2023-06-19
1408,1408,11123.69,8869.59,2254.1,2023-05-24,USD,16.73,1860.99,376.79,2023-06-21
1409,1409,17169.78,12549.05,4620.73,2023-05-25,INR,18.01,3092.28,1597.48,2023-06-07
1410,1410,135032.12,103896.37,31135.75,2023-05-26,USD,18.29,24697.37,7802.51,2023-06-21
1411,1411,110014.0,52510.57,57503.43,2023-05-27,INR,6.68,7348.94,8956.64,2023-06-25
1412,1412,22493.18,17214.47,5278.71,2023-05-28,USD,13.71,3083.81,1895.23,2023-06-13
1413,1413,41512.17,36800.98,4711.19,2023-05-29,INR,8.57,3557.59,1600.68,2023-06-23
1414,1414,50444.5,43270.47,7174.03,2023-05-30,USD,16.06,8101.39,4358.85,2023-06-22
1415,1415,39211.02,24804.03,14406.99,2023-05-31,INR,7.16,2807.51,1657.09,2023-06-08
1416,1416,68723.93,37101.87,31622.06,2023-06-01,USD,13.84,9511.39,4420.67,2023-06-12
1417,1417,106444.57,49191.1,57253.47,2023-06-02,INR,13.19,14040.04,6731.53,2023-06-09
1418,1418,144680.72,127852.68,16828.04,2023-06-03,USD,19.05,27561.68,8016.74,2023-06-25
1419,1419,58322.2,33214.16,25108.04,2023-06-04,INR,14.68,8561.7,5445.31,2023-06-05
1420,1420,127013.58,97066.69,29946.89,2023-06-05,USD,19.11,24272.3,9951.23,2023-06-30
1421,1421,102381.8,55198.18,47183.62,2023-06-06,INR,10.77,11026.52,7650.63,2023-06-28
1422,1422,57613.99,48783.94,8830.05,2023-06-07,USD,6.83,3935.04,5224.82,2023-07-04
1423,1423,69148.41,27958.52,41189.89,2023-06-08,INR,19.41,13421.71,6563.95,2023-07-07
1424,1424,42052.39,18908.34,23144.05,2023-06-09,USD,17.34,7291.88,1954.69,2023-06-15
1425,1425,129615.43,63268.53,66346.9,2023-06-10,INR,11.58,15009.47,6766.3,2023-07-05
1426,1426,116177.43,72431.85,43745.58,2023-06-11,USD,5.51,6401.38,10531.61,2023-07-07
1427,1427,118021.22,79125.03,38896.19,2023-06-12,INR,16.05,18942.41,11194.88,2023-06-22
1428,1428,109020.97,96180.34,12840.63,2023-06-13,USD,17.3,18860.63,9562.02,2023-07-05
1429,1429,42840.66,18700.03,24140.63,2023-06-14,INR,11.31,4845.28,3472.07,2023-07-01
1430,1430,111978.9,72707.22,39271.68,2023-06-15,USD,5.41,6058.06,3767.74,2023-07-05
1431,1431,31642.25,20373.58,11268.67,2023-06-16,INR,14.62,4626.1,956.08,2023-06-22
1432,1432,96102.96,55023.46,41079.5,2023-06-17,USD,6.23,5987.21,3944.79,2023-07-03
1433,1433,108466.77,89179.65,19287.12,2023-06-18,INR,14.74,15988.0,4241.76,2023-07-07
1434,1434,104434.24,87302.14,17132.1,2023-06-19,USD,9.79,10224.11,6630.07,2023-07-12
1435,1435,24358.92,12067.74,12291.18,2023-06-20,INR,13.9,3385.89,1289.33,2023-06-29
1436,1436,33806.24,21229.41,12576.83,2023-06-21,USD,7.73,2613.22,3088.11,2023-07-21
1437,1437,126028.46,89948.38,36080.08,2023-06-22,INR,5.31,6692.11,3983.5,2023-07-09
1438,1438,98830.47,73593.62,25236.85,2023-06-23,USD,18.6,18382.47,9704.06,2023-06-29
1439,1439,42958.56,37309.81,5648.75,2023-06-24,INR,5.75,2470.12,3147.16,2023-07-13
1440,1440,42722.88,19181.88,23541.0,2023-06-25,USD,10.52,4494.45,4114.51,2023-06-28
1441,1441,7046.66,4856.63,2190.03,2023-06-26,INR,16.6,1169.75,669.29,2023-07-22
1442,1442,102673.46,47761.82,54911.64,2023-06-27,USD,15.7,16119.73,4449.67,2023-07-24
1443,1443,122944.8,67178.46,55766.34,2023-06-28,INR,16.2,19917.06,6976.52,2023-07-11
1444,1444,129168.97,94299.23,34869.74,2023-06-29,USD,19.93,25743.38,6433.61,2023-07-20
1445,1445,32457.66,16202.98,16254.68,2023-06-30,INR,16.89,5482.1,1039.1,2023-07-08
1446,1446,39145.42,25367.69,13777.73,2023-07-01,USD,8.72,3413.48,2771.62,2023-07-21
1447,1447,71433.8,28978.99,42454.81,2023-07-02,INR,7.0,5000.37,3759.36,2023-07-24
1448,1448,62645.43,32370.13,30275.3,2023-07-03,USD,10.75,6734.38,3735.57,2023-07-22
1449,1449,42152.71,19070.04,23082.67,2023-07-04,INR,5.88,2478.58,2246.76,2023-07-11
1450,1450,73285.2,43594.87,29690.33,2023-07-05,USD,14.1,10333.21,5639.69,2023-07-30
1451,1451,91743.65,74453.0,17290.65,2023-07-06,INR,5.68,5211.04,4381.31,2023-07-25
1452,1452,60235.96,56479.53,3756.43,2023-07-07,USD,15.07,9077.56,2364.66,2023-08-04
1453,1453,86136.26,61955.04,24181.22,2023-07-08,INR,8.9,7666.13,5621.45,2023-08-06
1454,1454,54180.63,35620.88,18559.75,2023-07-09,USD,6.34,3435.05,4319.17,2023-07-22
1455,1455,25560.38,11866.74,13693.64,2023-07-10,INR,5.66,1446.72,995.6,2023-08-06
1456,1456,146138.87,81041.36,65097.51,2023-07-11,USD,10.41,15213.06,8783.83,2023-08-08
1457,1457,132155.78,97413.66,34742.12,2023-07-12,INR,16.42,21699.98,6404.67,2023-07-22
1458,1458,68187.43,33462.37,34725.06,2023-07-13,USD,16.05,10944.08,4390.54,2023-08-12
1459,1459,26933.39,23409.65,3523.74,2023-07-14,INR,14.86,4002.3,2312.92,2023-07-15
1460,1460,32393.39,13929.54,18463.85,2023-07-15,USD,7.75,2510.49,2038.11,2023-07-20
1461,1461,107364.62,68717.27,38647.35,2023-07-16,INR,19.93,21397.77,10189.38,2023-07-17
1462,1462,69020.35,65144.87,3875.48,2023-07-17,USD,13.41,9255.63,4282.24,2023-07-20
1463,1463,127646.56,111918.41,15728.15,2023-07-18,INR,6.85,8743.79,4665.54,2023-08-14
1464,1464,46196.89,39693.5,6503.39,2023-07-19,USD,16.25,7506.99,4045.92,2023-08-06
1465,1465,134179.71,96894.2,37285.51,2023-07-20,INR,13.75,18449.71,13151.48,2023-08-05
1466,1466,116192.91,58016.61,58176.3,2023-07-21,USD,18.81,21855.89,5487.91,2023-08-05
1467,1467,103151.73,91604.12,11547.61,2023-07-22,INR,5.39,5559.88,8014.05,2023-08-12
1468,1468,22688.69,13737.03,8951.66,2023-07-23,USD,18.94,4297.24,849.12,2023-08-02
1469,1469,27297.44,12136.03,15161.41,2023-07-24,INR,17.46,4766.13,2079.18,2023-08-07
1470,1470,96111.73,52681.26,43430.47,2023-07-25,USD,14.87,14291.81,5099.68,2023-07-26
1471,1471,100145.05,92433.16,7711.89,2023-07-26,INR,9.87,9884.32,8132.6,2023-08-18
1472,1472,136497.36,114435.07,22062.29,2023-07-27,USD,6.94,9472.92,12343.39,2023-08-21
1473,1473,98328.38,56808.63,41519.75,2023-07-28,INR,5.83,5732.54,3436.64,2023-08-27
1474,1474,92332.27,41632.9,50699.37,2023-07-29,USD,8.83,8152.94,4321.67,2023-08-22
1475,1475,130499.75,58601.38,71898.37,2023-07-30,INR,17.79,23215.91,5403.45,2023-08-23
1476,1476,63347.45,47887.02,15460.43,2023-07-31,USD,19.32,12238.73,2583.91,2023-08-09
1477,1477,76172.54,48582.63,27589.91,2023-08-01,INR,17.1,13025.5,3938.66,2023-08-22
1478,1478,92509.47,55272.03,37237.44,2023-08-02,USD,6.44,5957.61,5154.81,2023-08-08
1479,1479,75995.34,67406.13,8589.21,2023-08-03,INR,12.15,9233.43,5275.14,2023-08-16
1480,1480,18082.24,11435.12,6647.12,2023-08-04,USD,10.52,1902.25,778.35,2023-08-24
1481,1481,66772.48,28194.08,38578.4,2023-08-05,INR,10.13,6764.05,4169.72,2023-08-12
1482,1482,98903.54,78381.01,20522.53,2023-08-06,USD,18.96,18752.11,6617.59,2023-08-26
1483,1483,81078.28,45394.65,35683.63,2023-08-07,INR,11.56,9372.65,7581.19,2023-08-22
1484,1484,48557.02,45706.84,2850.18,2023-08-08,USD,15.26,7409.8,2477.8,2023-08-15
1485,1485,80848.35,45478.4,35369.95,2023-08-09,INR,5.72,4624.53,2858.58,2023-08-10
1486,1486,79445.11,54090.87,25354.24,2023-08-10,USD,11.2,8897.85,4967.38,2023-09-02
1487,1487,87429.34,47155.82,40273.52,2023-08-11,INR,8.82,7711.27,3123.31,2023-08-27
1488,1488,7358.96,5940.77,1418.19,2023-08-12,USD,11.94,878.66,625.75,2023-09-07
1489,1489,61978.81,27630.76,34348.05,2023-08-13,INR,18.15,11249.15,3150.71,2023-08-31
1490,1490,109993.73,89814.81,20178.92,2023-08-14,USD,11.75,12924.26,9519.78,2023-08-24
1491,1491,145174.35,127643.04,17531.31,2023-08-15,INR,7.81,11338.12,6236.13,2023-09-07
1492,1492,147417.0,79992.11,67424.89,2023-08-16,USD,15.1,22259.97,8898.96,2023-08-16
1493,1493,5847.83,2714.41,3133.42,2023-08-17,INR,7.58,443.27,370.74,2023-09-08
1494,1494,63738.28,48552.28,15186.0,2023-08-18,USD,16.16,10300.11,5150.93,2023-08-27
1495,1495,94682.41,88590.26,6092.15,2023-08-19,INR,10.41,9856.44,7306.28,2023-09-10
1496,1496,102889.83,86690.07,16199.76,2023-08-20,USD,6.31,6492.35,4059.82,2023-08-26
1497,1497,21227.31,8676.38,12550.93,2023-08-21,INR,19.56,4152.06,1913.24,2023-08-27
1498,1498,74761.99,35873.4,38888.59,2023-08-22,USD,8.63,6451.96,6649.8,2023-09-18
1499,1499,119551.67,60373.95,59177.72,2023-08-23,INR,9.51,11369.36,7464.78,2023-09-07
1500,1500,66172.49,30707.5,35464.99,2023-08-24,USD,18.54,12268.38,5407.26,2023-09-07
1501,1501,144760.7,95443.49,49317.21,2023-08-25,INR,17.9,25912.17,10273.06,2023-08-31
1502,1502,47750.55,40883.92,6866.63,2023-08-26,USD,10.88,5195.26,2548.42,2023-08-29
1503,1503,96409.43,76375.65,20033.78,2023-08-27,INR,19.69,18983.02,8619.31,2023-09-19
1504,1504,88905.88,71310.8,17595.08,2023-08-28,USD,19.99,17772.29,2897.55,2023-09-09
1505,1505,75484.64,54731.77,20752.87,2023-08-29,INR,14.17,10696.17,5850.57,2023-09-24
1506,1506,130806.96,69006.97,61799.99,2023-08-30,USD,5.91,7730.69,4098.36,2023-09-17
1507,1507,50798.27,22093.73,28704.54,2023-08-31,INR,18.39,9341.8,3007.24,2023-09-15
1508,1508,21956.41,16302.27,5654.14,2023-09-01,USD,14.69,3225.4,1347.75,2023-09-14
1509,1509,8017.0,4476.74,3540.26,2023-09-02,INR,7.88,631.74,433.47,2023-09-09
1510,1510,78607.21,56849.7,21757.51,2023-09-03,USD,15.27,12003.32,7430.07,2023-09-30
1511,1511,127157.73,96808.61,30349.12,2023-09-04,INR,6.97,8862.89,6426.24,2023-09-26
1512,1512,61603.83,38765.66,22838.17,2023-09-05,USD,19.12,11778.65,4661.87,2023-09-16
1513,1513,120416.04,101133.25,19282.79,2023-09-06,INR,17.67,21277.51,8854.07,2023-09-15
1514,1514,105151.14,47045.2,58105.94,2023-09-07,USD,12.24,12870.5,4430.06,2023-09-12
1515,1515,92833.61,42285.44,50548.17,2023-09-08,INR,11.24,10434.5,9242.86,2023-09-17
1516,1516,39034.24,27568.2,11466.04,2023-09-09,USD,19.99,7802.94,2151.37,2023-09-17
1517,1517,56771.36,27660.88,29110.48,2023-09-10,INR,17.42,9889.57,5257.71,2023-09-11
1518,1518,121988.25,71455.12,50533.13,2023-09-11,USD,6.71,8185.41,5595.4,2023-09-28
1519,1519,37493.87,20314.26,17179.61,2023-09-12,INR,10.1,3786.88,2057.17,2023-09-13
1520,1520,116663.76,82406.88,34256.88,2023-09-13,USD,18.44,21512.8,10469.24,2023-10-10
1521,1521,79731.18,61250.87,18480.31,2023-09-14,INR,15.6,12438.06,7563.64,2023-09-28
1522,1522,120853.1,112327.63,8525.47,2023-09-15,USD,16.34,19747.4,11870.94,2023-10-10
1523,1523,93533.02,77649.8,15883.22,2023-09-16,INR,19.21,17967.69,8198.42,2023-09-17
1524,1524,78559.33,38641.41,39917.92,2023-09-17,USD,6.77,5318.47,3486.23,2023-09-28
1525,1525,27769.72,15569.58,12200.14,2023-09-18,INR,11.62,3226.84,1816.49,2023-10-11
1526,1526,131221.44,63624.38,67597.06,2023-09-19,USD,10.46,13725.76,11461.05,2023-09-22
1527,1527,128046.29,82142.93,45903.36,2023-09-20,INR,11.24,14392.4,10734.42,2023-09-27
1528,1528,126047.94,83256.53,42791.41,2023-09-21,USD,9.3,11722.46,5292.54,2023-09-29
1529,1529,59003.27,48097.39,10905.88,2023-09-22,INR,10.41,6142.24,4516.68,2023-09-26
1530,1530,114214.91,78957.64,35257.27,2023-09-23,USD,16.81,19199.53,4529.72,2023-10-06
1531,1531,64944.37,40598.03,24346.34,2023-09-24,INR,11.88,7715.39,5823.39,2023-10-19
1532,1532,103918.8,95507.32,8411.48,2023-09-25,USD,11.64,12096.15,8719.89,2023-10-17
1533,1533,121905.8,112031.86,9873.94,2023-09-26,INR,6.27,7643.49,6343.53,2023-10-20
1534,1534,28827.08,12505.41,16321.67,2023-09-27,USD,16.39,4724.76,2196.98,2023-10-17
1535,1535,26888.05,19252.02,7636.03,2023-09-28,INR,19.67,5288.88,2651.25,2023-10-23
1536,1536,100752.44,69103.89,31648.55,2023-09-29,USD,9.44,9511.03,5857.77,2023-10-20
1537,1537,106614.61,93868.89,12745.72,2023-09-30,INR,15.82,16866.43,5539.55,2023-10-11
1538,1538,6145.82,3404.04,2741.78,2023-10-01,USD,12.92,794.04,580.36,2023-10-23
1539,1539,63571.02,47941.04,15629.98,2023-10-02,INR,18.31,11639.85,4685.51,2023-10-21
1540,1540,99545.38,78004.66,21540.72,2023-10-03,USD,18.32,18236.71,8432.43,2023-10-15
1541,1541,117433.05,103873.77,13559.28,2023-10-04,INR,6.26,7351.31,7940.86,2023-10-16
1542,1542,110139.31,88885.59,21253.72,2023-10-05,USD,6.89,7588.6,10951.67,2023-10-14
1543,1543,35991.5,24525.31,11466.19,2023-10-06,INR,9.68,3483.98,1938.13,2023-10-26
1544,1544,28203.96,11714.24,16489.72,2023-10-07,USD,16.95,4780.57,2015.89,2023-10-14
1545,1545,125673.2,71277.84,54395.36,2023-10-08,INR,11.34,14251.34,8215.16,2023-10-31
1546,1546,13692.13,8285.63,5406.5,2023-10-09,USD,14.4,1971.67,750.51,2023-10-10
1547,1547,114701.19,105265.72,9435.47,2023-10-10,INR,11.73,13454.45,8037.17,2023-10-10
1548,1548,70706.34,66508.0,4198.34,2023-10-11,USD,17.08,12076.64,7016.19,2023-10-29
1549,1549,108623.83,99461.05,9162.78,2023-10-12,INR,14.98,16271.85,9679.98,2023-10-19
1550,1550,55798.88,31051.77,24747.11,2023-10-13,USD,16.77,9357.47,4466.13,2023-11-03
1551,1551,25295.87,15372.71,9923.16,2023-10-14,INR,16.06,4062.52,945.2,2023-10-30
1552,1552,89443.51,76256.27,13187.24,2023-10-15,USD,10.42,9320.01,3296.81,2023-11-06
1553,1553,66725.36,41812.05,24913.31,2023-10-16,INR,6.38,4257.08,3986.31,2023-10-20
1554,1554,74056.7,47795.47,26261.23,2023-10-17,USD,10.54,7805.58,4949.79,2023-11-04
1555,1555,86050.43,71280.18,14770.25,2023-10-18,INR,18.08,15557.92,6101.08,2023-11-07
1556,1556,66396.22,42629.29,23766.93,2023-10-19,USD,18.97,12595.36,4267.14,2023-11-01
1557,1557,124452.72,59661.44,64791.28,2023-10-20,INR,6.91,8599.68,9928.91,2023-10-24
1558,1558,145364.61,99175.3,46189.31,2023-10-21,USD,12.94,18810.18,11427.54,2023-11-04
1559,1559,73636.56,59687.81,13948.75,2023-10-22,INR,19.16,14108.76,4112.84,2023-11-21
1560,1560,22221.08,19305.11,2915.97,2023-10-23,USD,6.66,1479.92,1241.51,2023-11-01
1561,1561,10840.91,5250.44,5590.47,2023-10-24,INR,10.57,1145.88,1077.28,2023-11-02
1562,1562,47627.29,19783.79,27843.5,2023-10-25,USD,7.14,3400.59,4041.91,2023-11-07
1563,1563,12054.4,10750.59,1303.81,2023-10-26,INR,18.34,2210.78,543.54,2023-11-21
1564,1564,112250.75,45029.07,67221.68,2023-10-27,USD,13.21,14828.32,3898.41,2023-10-28
1565,1565,65548.4,46879.07,18669.33,2023-10-28,INR,13.49,8842.48,6097.32,2023-11-22
1566,1566,59709.32,51287.5,8421.82,2023-10-29,USD,17.51,10455.1,2346.38,2023-11-02
1567,1567,78190.76,51098.83,27091.93,2023-10-30,INR,11.75,9187.41,4803.67,2023-11-26
1568,1568,110540.3,49646.22,60894.08,2023-10-31,USD,14.37,15884.64,8141.43,2023-11-12
1569,1569,38759.23,23932.6,14826.63,2023-11-01,INR,13.11,5081.34,3762.19,2023-11-29
1570,1570,69248.95,38263.94,30985.01,2023-11-02,USD,6.33,4383.46,2880.27,2023-11-02
1571,1571,87939.25,73683.18,14256.07,2023-11-03,INR,15.61,13727.32,6091.82,2023-11-06
1572,1572,98367.56,43953.93,54413.63,2023-11-04,USD,19.33,19014.45,6681.95,2023-11-28
1573,1573,12666.79,9039.46,3627.33,2023-11-05,INR,7.84,993.08,801.92,2023-12-03
1574,1574,7706.29,5872.5,1833.79,2023-11-06,USD,12.98,1000.28,750.33,2023-11-14
1575,1575,119079.77,63696.68,55383.09,2023-11-07,INR,15.58,18552.63,10971.52,2023-11-21
1576,1576,17273.95,11978.61,5295.34,2023-11-08,USD,9.81,1694.57,1230.29,2023-11-23
1577,1577,129986.28,53657.66,76328.62,2023-11-09,INR,11.56,15026.41,7675.11,2023-12-06
1578,1578,81545.75,49751.55,31794.2,2023-11-10,USD,6.37,5194.46,8039.19,2023-11-27
1579,1579,29382.62,14080.71,15301.91,2023-11-11,INR,8.83,2594.49,1065.83,2023-11-20
1580,1580,143063.89,110621.97,32441.92,2023-11-12,USD,5.88,8412.16,13917.06,2023-11-17
1581,1581,8939.82,3863.58,5076.24,2023-11-13,INR,10.85,969.97,468.47,2023-11-26
1582,1582,134486.6,72873.43,61613.17,2023-11-14,USD,19.12,25713.84,12502.56,2023-11-15
1583,1583,34371.12,27966.87,6404.25,2023-11-15,INR,13.79,4739.78,2217.23,2023-12-09
1584,1584,78141.08,72057.51,6083.57,2023-11-16,USD,9.04,7063.95,4085.49,2023-12-03
1585,1585,64026.09,42660.22,21365.87,2023-11-17,INR,11.11,7113.3,2968.37,2023-12-15
1586,1586,7700.31,5426.73,2273.58,2023-11-18,USD,13.79,1061.87,285.73,2023-12-12
1587,1587,85432.58,71068.61,14363.97,2023-11-19,INR,9.57,8175.9,4995.43,2023-11-21
1588,1588,127710.29,86234.82,41475.47,2023-11-20,USD,16.74,21378.7,5104.03,2023-12-07
1589,1589,147869.76,122748.61,25121.15,2023-11-21,INR,13.06,19311.79,8822.3,2023-12-20
1590,1590,85497.08,36164.04,49333.04,2023-11-22,USD,17.19,14696.95,8316.99,2023-12-11
1591,1591,46941.17,43873.33,3067.84,2023-11-23,INR,5.01,2351.75,4475.63,2023-12-08
1592,1592,44628.93,24009.87,20619.06,2023-11-24,USD,15.2,6783.6,4460.52,2023-12-20
1593,1593,96670.01,69780.04,26889.97,2023-11-25,INR,12.65,12228.76,3207.89,2023-12-18
1594,1594,82442.95,36148.3,46294.65,2023-11-26,USD,6.35,5235.13,6503.93,2023-12-22
1595,1595,25249.29,17827.6,7421.69,2023-11-27,INR,9.19,2320.41,1520.95,2023-12-16
1596,1596,78198.94,65775.56,12423.38,2023-11-28,USD,18.26,14279.13,7521.06,2023-12-18
1597,1597,42897.28,34917.6,7979.68,2023-11-29,INR,11.79,5057.59,2025.39,2023-12-09
1598,1598,54536.32,35606.2,18930.12,2023-11-30,USD,13.99,7629.63,1696.69,2023-12-22
1599,1599,24390.23,22127.84,2262.39,2023-12-01,INR,14.13,3446.34,739.01,2023-12-01
1600,1600,102542.43,64318.68,38223.75,2023-12-02,USD,18.43,18898.57,8124.54,2023-12-26
1601,1601,61954.71,27547.04,34407.67,2023-12-03,INR,18.15,11244.78,4683.07,2023-12-20
1602,1602,9487.39,8136.82,1350.57,2023-12-04,USD,15.07,1429.75,731.07,2023-12-15
1603,1603,145945.66,88590.04,57355.62,2023-12-05,INR,14.02,20461.58,8329.49,2023-12-31
1604,1604,116355.05,91148.66,25206.39,2023-12-06,USD,5.13,5969.01,7259.21,2024-01-04
1605,1605,32983.67,13363.33,19620.34,2023-12-07,INR,16.15,5326.86,2740.6,2023-12-28
1606,1606,138602.81,82718.37,55884.44,2023-12-08,USD,6.35,8801.28,10109.83,2023-12-17
1607,1607,122220.1,63753.82,58466.28,2023-12-09,INR,19.7,24077.36,11942.22,2023-12-10
1608,1608,45709.67,41023.48,4686.19,2023-12-10,USD,15.6,7130.71,2040.3,2023-12-16
1609,1609,147718.21,110957.04,36761.17,2023-12-11,INR,6.66,9838.03,7299.4,2023-12-27
1610,1610,76631.64,53908.97,22722.67,2023-12-12,USD,14.9,11418.11,5333.52,2024-01-02
1611,1611,92431.02,45895.78,46535.24,2023-12-13,INR,13.82,12773.97,7599.51,2023-12-17
1612,1612,42645.55,30425.33,12220.22,2023-12-14,USD,8.42,3590.76,2840.86,2024-01-08
1613,1613,44777.56,38787.08,5990.48,2023-12-15,INR,5.35,2395.6,4383.13,2024-01-05
1614,1614,82276.52,44355.81,37920.71,2023-12-16,USD,13.4,11025.05,5082.62,2024-01-15
1615,1615,66931.6,51551.05,15380.55,2023-12-17,INR,14.75,9872.41,6008.46,2023-12-27
1616,1616,67719.48,64151.24,3568.24,2023-12-18,USD,9.11,6169.24,5255.85,2024-01-01
1617,1617,76858.33,52608.86,24249.47,2023-12-19,INR,5.65,4342.5,6185.97,2023-12-20
1618,1618,45300.29,28586.03,16714.26,2023-12-20,USD,11.73,5313.72,1375.37,2023-12-26
1619,1619,53532.34,47325.49,6206.85,2023-12-21,INR,17.12,9164.74,5316.75,2023-12-28
1620,1620,146823.86,92954.35,53869.51,2023-12-22,USD,6.12,8985.62,6973.97,2023-12-27
1621,1621,52737.57,22917.86,29819.71,2023-12-23,INR,14.38,7583.66,1685.02,2024-01-05
1622,1622,122168.57,88681.18,33487.39,2023-12-24,USD,14.39,17580.06,6523.95,2024-01-01
1623,1623,40837.27,26971.67,13865.6,2023-12-25,INR,19.38,7914.26,3604.96,2024-01-20
1624,1624,53370.33,44658.22,8712.11,2023-12-26,USD,19.15,10220.42,4499.25,2024-01-14
1625,1625,68586.77,31043.67,37543.1,2023-12-27,INR,11.7,8024.65,2656.9,2023-12-28
1626,1626,137923.58,83797.86,54125.72,2023-12-28,USD,18.35,25308.98,10831.89,2024-01-22
1627,1627,23492.69,21272.95,2219.74,2023-12-29,INR,11.63,2732.2,1200.55,2024-01-18
1628,1628,67616.65,30833.54,36783.11,2023-12-30,USD,5.84,3948.81,2275.59,2024-01-26
1629,1629,60311.05,27303.21,33007.84,2023-12-31,INR,16.28,9818.64,2793.48,2024-01-19
1630,1630,119183.85,88577.97,30605.88,2024-01-01,USD,11.8,14063.69,7448.35,2024-01-14
1631,1631,132591.03,98193.84,34397.19,2024-01-02,INR,10.09,13378.43,12679.8,2024-01-27
1632,1632,8765.95,6000.0,2765.95,2024-01-03,USD,13.82,1211.45,329.25,2024-01-03
1633,1633,91300.39,39911.92,51388.47,2024-01-04,INR,16.84,15374.99,3976.41,2024-01-22
1634,1634,23267.34,15819.32,7448.02,2024-01-05,USD,10.33,2403.52,1482.08,2024-01-24
1635,1635,69470.53,37078.77,32391.76,2024-01-06,INR,16.96,11782.2,2378.28,2024-01-15
1636,1636,89755.73,61233.08,28522.65,2024-01-07,USD,14.78,13265.9,4940.34,2024-01-25
1637,1637,133357.18,110222.73,23134.45,2024-01-08,INR,7.21,9615.05,6882.19,2024-01-18
1638,1638,47204.27,44072.22,3132.05,2024-01-09,USD,12.77,6027.99,3589.29,2024-01-13
1639,1639,13311.06,9037.0,4274.06,2024-01-10,INR,17.53,2333.43,1199.45,2024-01-23
1640,1640,54853.33,51402.01,3451.32,2024-01-11,USD,14.61,8014.07,2418.39,2024-01-13
1641,1641,54525.03,41838.31,12686.72,2024-01-12,INR,15.42,8407.76,5383.51,2024-01-31
1642,1642,105400.01,91550.95,13849.06,2024-01-13,USD,13.49,14218.46,5638.5,2024-01-22
1643,1643,65710.82,32149.28,33561.54,2024-01-14,INR,11.81,7760.45,5601.41,2024-01-15
1644,1644,76909.95,69678.45,7231.5,2024-01-15,USD,14.58,11213.47,6039.39,2024-01-29
1645,1645,95468.4,50737.68,44730.72,2024-01-16,INR,16.02,15294.04,9230.0,2024-01-26
1646,1646,122054.34,74056.65,47997.69,2024-01-17,USD,11.0,13425.98,10719.53,2024-01-17
